,text
671111,Went in for breakfast.  Chicken fried steak and eggs- reminds me of my great grandfather's cooking.  Staff is extremely friendly and attentive.  The waitress outfits   Are a plus also.  Will definitely be back.  And the owner is not a racist as said in a previous review-just believes in the Constitution and the conservative ideas that helped create our nation's charter.
691018,Horrible experience !!!charles the manager did not make me feel welcome after the fourth straight night here ! He was honestly disrespect and very racist ! Never ever coming to this place! Four straight nights of coming to this place and experiencing such disrespect from the waiter and manager was unprofessional. If you ever decide to come here stay away from Charles ! He should not be working here
692088,"Dillon's is a great place to go that is close to my house and has really good baby back ribs.  The service here has always been good to us.

We now know never to come there on a Wednesday night....We recently came to dinner on a Wednesday night with our 3-YO son and they seated us in the ""bar"" area since the rest of the restaurant was completely empty.  It was comedy night.  Lets just say we couldn't eat our food fast enough before ALL 4 of the ""comedians"" spouted out just about every cuss word you could imagine on top of making disgusting sexual and racist jokes.  The sad part is that the crowd also seemed a bit put off, as no one laughed.  Even the comedians said we were a tough crowd.  If I had ear muffs, they would've been around my sons ears.  I'm surprised that the server didn't seat us in the other room or at least warn us that the comedians used this kind of language.  And it's not the 1st time either since we told our friends about it and they said it was the same thing the week before when they were there.  I ended up not even finishing my dinner and spent a lot of the time letting him play outside while my husband finished his dinner.

Aside from that bad experience, we just know not to come on that night anymore.  Other than that, their mac n' cheese is really good, baby back ribs are good and their bbq beans are a hit."
692448,"My best friend came to visit from Mexico, and wanted to go out. A couple of friends said that a band was going to play at Whiskey River so we decided to head over there. there was a line and we only waited around 15 mins to get in.  The man at the door checked our id's and my friend presented his Mexican Passport to prove age. This bouncer, started going through the passport  pages and I told him the age was in main page of the passport. He said he needed to find the ""Visa"" to let him in because he wasn't a US Citizen.  This upset me because it is none of his business to look for the visa stamp, I can understand if it is and police officer, TSA, government official, but not this ""bouncer"" who gets paid to check ages.  Very unprofessional and just plain racist from his part. 

After finally going in, the music was good and the band was great! until someone vomited in the middle of the dance floor (not the place's fault). it was cleaned right away. Drink prices were reasonable and the place is big. 

But the bouncer ruined our experience and I will not be back to Whiskey River. 

Incident happened 01/16/2011 around 11pm."
704970,"Previous reviewer chimed in about some racist incident they had here...which initially put me on edge. 

However after going for a brunch on 8-19-15 I must say that my fears were dispelled completely. 

I did however notice that the greeter at the door was a little sour in the attitude dept. However no one else was. The waiter was one of the best I've seen in Charlotte. His attentiveness and service to my  family was beyond reproach.

If there's one place you want to eat in Charlotte....THIS IS IT folks. I had an amazing cup of coffee.Just perfectly fruity tones as coffee flavors go. 
My french toast was sooooo good. I know a few NYC bakers who'd kill for the recipe of that perfectly decadent soft textured loaf of heavenly bread. I also had a side of corn beef hash that was crisped perfectly on one side. That little crisp flair on the corn beef hash is indicative of a quality eatery in my opinion. Their big fluffy  biscuits were above average also.  I so badly wanted to order their fried chicken but was unfortunately deterred by the promise of some mythical Chicken Coop joint fairly nearby. What a mistake that was. Next time I'll get it from Midnight Diner. 

Just a flawless dining experience. Hope you all enjoy it as much as I did."
706547,"Security guard has something against teenage skaters. 
The majority of whom were Latino and she told them at the top of her lungs ""go to Taco Bell if you want"" while pushing them out the door. 

She let everyone know exactly what she thought of them too. Shouting, instead of talking to customers or other staff ""you know skaters"" hardy har har. 

I know they probably did bug her at some point, but my God they are kids, they bug everyone, you just get on with it?

She was unprofessional and let everyone know it, and not to mention racist with a remark like ""go to Taco Bell if you want"" to a bunch of Latino teenagers. 

I know MacDonald's isn't an ""outstanding"" place to eat. But shut up and let me get on with it without listening to you shout at a bunch of bored teenagers. 

The food is what it is lol"
717420,"Three words: Ding Dong Burger. One of the best things about Pinky's is the opportunity to order a 5 oz burger a la carte for under $5. The Ding Dong Burger is by far the best of the lot: slathered with peanut butter, honey cilantro slaw, and Sriracha, it is a wonderful expression of Asian-inspired flavor. 

You may ask yourself, ""That title, though... am I eating a racist burger?"" The answer, as it turns out, is no: http://www.thai-language.com/forums/t/translation/basic/t7168

Anyway, Pinky's is a gem of a place. Divey, cheap, fun, and delicious. The beer and drink specials will treat your wallet with kid gloves while the food, most of it heavily fried, will make your waistline expand. But, the flavors are worth it, goddammit. They have these awesome crab hush puppies of which you can't just eat one. They serve delicious local dishes, like fried squash and fried pickles. They have some awesome all-beef hot dogs. They feature a variety of local beers for next to no money. 

AND! They're open till 11 pm on a Sunday! Perfect for late eaters like me."
723392,"honestly never felt so offended in my life. took us about 10 minutes to get acknowledged for our drink order and 20 minutes after that to even get acknowledge to ask for our check. I don't know if the guy was racist or something, but I left there feeling like shit.

but James is awesome though! if you go, go for him!"
723495,"Racist...3 times I have ordered in the last year and three 3 times they lose it...but when my native spanish speaking friends order, red carpet...  hmmmm....racist as hell.   Until I start speaking spanish....yes I am cuban, then I get the service....but only after they realize this.....racist racist racist."
729090,"So... I tried out Savoy for happy hour and apps this past Friday night and I found it very pleasant. They have tried hard with the decor and an outside roof patio lounge area. Happy hour specials are decent. It is comfortable with plenty of seating.

At first I was scared off that the prices would be sky high, because of the atmosphere, they were not. Appetizers started at 6$ drinks at 6$ for happy hour. Fancy martinis can climb to 10$ and up after that though. 

I tried the trio platter with crab cake arugula salad and fried veggie pasty thing, it was nice. My friend tried the Tilapia fish tacos. The rest of the menu is mostly meat dishes, seafood platters, steaks, and lamb chops. Price climbs but it is not outrageous. It is not a place for vegetarians and vegans, one jerk on yelp gave them a one star review for this. Um if you don't eat a certain kind of food you should probably google their menu before you eat there its common sense. 

My friend tried the Tilapia fish tacos and liked hers. Drinks and service were fine we had no problems with rude or unfriendly staff, I wish there was music. There was some but it was very quiet. There is only one stall in the bathroom, I don't mind waiting because it is a nice bathroom modern and clean but its worth noting just in case. 

Also I wish the menu had more variety it was nice but Its like walking into any other big new thing in Pittsburgh and seeing the exact same food over and over again, Can I get a fish taco with maybe a chipotle salmon in it instead of freakin tilapia everywhere I go? But I digress this is a nice place and definitely suffices for a nice night on town. There is also plenty of comfy seating if it is not packed.

I have to say if you're from another city with a more diverse viewpoint on life (or you have a life at all) do not read the one star blatant racist reviews of this place on yelp. It's getting old already Pittsburgh give it up its 2013, grow up already. Get off your stupid little hill and accept that there are several types of people in the world doing their own thing and that thing might be new to you but that's not a good reason to put it down and spew your stupidity all over yelp. Sometimes I wish I could thumbs down other peoples reviews. Ok rant over"
743790,"Perfect hotel for Phoenix they are as  racist as Arizona is .
Good job Westin keeping it real for AZ  .. 
You should change your publicity  only white people allow .."
756452,"We will never go to this racist place again. My husband along with my son waited for over 10  minutes for someone to serve us, no one ever stopped by to even greet us. They weren't even busy, I watched a few tables get sat after us and the servers didn't waste any time going to greet them and taking their drink order. One server walked by us twice and looked at us without saying a word and she wasn't busy bc she was standing around talking to other servers who were waiting for tables. I'm sure if we weren't black they would have greeted us with a smile, but we decided to get up and leave and spend our money elsewhere. I just moved to Charlotte and clearly I don't know the rules about the white and black sides of town and clearly this is for the white people!"
770052,"I thought I would try some place new, I really dislike judgmental ppl and clearly that's what these ppl are, they were very rude , did the job very bad, and I don't know if they were racist because they think Mexicans don't tip but clearly I always do , but please DO NOT GO HERE! Worst place ever!"
770695,"I have shopped here numerous times over the years. I have always loved their selection of kids' wear. Great brands, especially for little boys. They have great sales and a friendly staff. I was SUPER disappointed when I visited last week and found several kids shirts with really racist Native American imagery. It's not ok to sell tshirts with war bonnets on skulls and the like (there were 3 different shirts with various appropriated images, that is just one of them). I let the girl that was there know at the time and I hope they remove the shirts and stop carrying things like that. This is 2014, they should know better. I won't be spending my money there until they fix their purchasing."
787329,"My 15 year old cousin was visiting from Utah and I decided to take her here to do something fun together and to try the place out. She had the acrylic full set done and I had a pedi. We also had coupons but ended up paying more because they said they had used a more expensive polish after the fact, which we were never asked for, but ended up paying for it. I thought it was rude, but paid anyway. Two days later my cousins nails changed to a yellowish color and the nails were chipping on the edges. We went back to the salon to get them re-done, with an open mind and not aggressive at all. From the moment the older lady working there saw her nails (we think the owner), she started scolding us very defensively saying that it wasn't the salon's fault or her products that it must be something my cousin was eating or her make up. The reaction and comments that we received was/were extremely racist saying that ""you Mexican's like to eat tamales and that's what happen"", ""all the spicy food"" and also accused my cousin of being a liar.  I'm not a confrontational person and avoid being disrespectful. I immediately told her that she was also a minority and she shouldn't say racist things and to treat people, specially her customers the way she would like to be treated. My cousin explained to her that she gets them done all the time and  this problem has never happen before.  While we were there another young girl came in asking to get her nails fixed for the same problem. I will diffidently not come back and I suggest everyone to avoid this place. There are plenty of great salons with professional technicians that would appreciate the business."
787363,"There is a Grand Cafe at every single Station Casino property besides for Aliante. Personally, I only come to Grand Cafes after midnight for the Graveyard special. But, unfortunately not all Grand Cafe's are born equally.  

This location at Texas Station is light years ahead of the Santa Fe and the Red Rock location. 

The service is extremely quick. Unlike the Red Rock, this place will actually tell you ""I'll be right with you"" instead of just pretending to ignore you. 

The server comes within 2-3 minutes after the host seats you. At Red Rock and Santa Fe, the server may take up to 30 minutes.
 
The servers here at Texas Station won't make excuses. At Red Rock and Santa Fe, the servers absolutely can't stop making excuses. It's always ""I'm just so busy!"" or ""No one told me that I was supposed to be your server!"". 

Unlike at Red Rock, you won't get seated near  drunk douchebags in club clothing, who are screaming profanity and racist remarks. You don't get that annoying bitter Summerlin/North West crowd that complains and fights over every little thing. The customers here at Texas are more of a blue collared working class type, who enjoy a quiet environment when they eat.

The food here is much better. At Red Rock, a huge part of the steak is that rubbery fatty substance that is inedible. The steak here at Texas is all meat and much more tender. You don't have to work your ass off to eat it!

I find it odd how Summerlin and NW people always talk sh!t on North Las Vegas residents. They always say that NLV people are: ""poor"", ""criminals"", ""low lives"". But, when you actually come to a NLV casino, the service and quality is far superior to a Summerlin casino. I hate how at Summerlin casinos, the workers always b!tch about how they hate their jobs and how: ""he only tipped me 2 dollars"". Gimme a break,  if my Graveyard special meal only cost $4.99, I ain't gonna f*cking leave a tip that is more than the price of the f*cking meal. Be happy I even leave 50 cents.    

I would rather drive the extra distance to come here. The service is very friendly, and the food tastes way better."
796243,"I am still shell shocked from my extremely poor and disgraceful experience here.  First I was overcharged for my to go order when I picked up some food. The polite lady fixed it. Then I got home and found out that they gave me meat pies and not cheese. I have stopped eating meat, so was not exactly happy when I bite into a pastry filled with frozen meat.  When I called the manager, he said I could come back and pick up the cheese pies. I was not going to go back uptown. I asked him to deliver them and he said no, he was short staffed. I requested a refund and he said, he can't do that over the phone.

The next day I had to go in (out of my way) to get a $10 refund. I explained to the manager that I was not happy with the customer service. He said, ""you don't believe in mistakes?"" I said yes of course, but I believe in good customer service to redeem it. I didn't get what I ordered and was inconvenienced to come back in to get a refund. 

The manager said, ""where are you from?"" WHAT does ethnicity matter??? To my surprise, he said... yes YOU PEOPLE LIKE TO COMPLAIN. OMG. I told him that is racist!! He said he did not care. I said, I was brought up in the USA and my ethnicity does not matter. He repeated, yes you ppl like to complain. YOU PEOPLE!?!?  I told him I am not happy with the customer service, and I will write a review. After saying that, he stopped and said now I am not giving you a refund at all. 

I cannot believe that this overpriced place is letting such an ignorant racist person run the restaurant. 

Overall the quality of the food is pre-prepared, extremely overpriced and now disgusting customer service.

Follow my other reviews for quality Mediterranean food in Charlotte.   There is a reason this restaurant is always empty."
798181,"Until last month I had nothing but good things to say about this place. I mean who wouldnt like a theater where they have a menu where you can order while you watch the movie, waiters, alcholic beverages and they bring the popcorn to you! But an incident happened that has me never wanting to go there again. I was there with my girl, girl's sister and my girl's son when all of a sudden a worker comes and accuses us of having a dog with us and said that we needed to put the dog in the car. We told the guy who claimed he was the manager that he could search us and the area we are sitting in, which he did and didnt find any dog but he still insisted that we had one because a worker of his had supposedly seen one. It seems like this area is racist because we were the only ones in the theater who were not caucasian and they just simply made something up to get us out of there. They refused to give us a refund and kicked us out for something that wasnt even true. Dont waste your time at this unprofessional and potentially racist establishment. Never have i had such a horrible experience at a theater before."
800282,"No good, this post office has a racist employee, with a really bad attitude, the other 2 employees r fine, but for some reason, almost every time i end up going and wait in line, this is the guy I end up facing, I will try to catch this guys name next time and update my post. I plan to notify and file a complaint with usps on there website too."
801136,"We've eaten at Chipotle several times before, but never at this location. And never again at this location. The entree items we got were just fine. The chips were cold, but that is far from the problem. 

The issue was the 20-something man who appeared to be the shift manager. First, he was wearing Man-dex. Yes, that's what I said. Spandex. And they were cropped to boot. Somehow, I don't think they were a uniform option. Then, as he weirdly danced around the dining area, doing what, I don't know (certainly not wiping off the filthy tables), a vision came to me of Jame Gumb. I'll give you all a minute to shudder. Then there was also the patronizing and borderline racist interactions with his largely Hispanic staff. He loudly announced to us that he had just learned the Spanish word for ""turkey."" Then he turned to the man making our food, said the word, and then made a turkey sound. Yes, he gobble-gobbled at the poor man. He did this again and again. It was clear that the staff was embarrassed. 

My husband and I were flabbergasted. It was hard not to stare at him in awe of his assholery. Was he high? Could be. Was he a loser who had no business being in charge of a store? Most definitely. 

Chipotle, call us when you've replaced this jerk."
814049,"Terrible service! Almost received no fish in my ""fish tacos""!? I asked for it to be fixed which she did with a nice attitude. SMH! 



Also for some reason it's ok to use faul language!? A few guys kept using the word ""PUSSY""? If it were me id be called CREEPY and escorted out the restaurant. They also felt it was ok to talk about black people in light of all the negative things happening now. I'LL never attended this racist establishment ever again. I was a regular from Vegas to Phoenix. NEVER AGAIN!"
823548,I stood out there shop 4 hours waiting for them to give me an answer which state confirmed beforehand about doing a lift worst customer service ever even the owner is a little short racist calling me an idiot. Never deal with them surprises still in business
828479,"Well... I should of read these reviews first before even thinking of going to this place... I saw an add on Craigslist and it said $29.99 ON ALL DOGS UNDER 20lbs and thought what the heck I'll try them out. I get there and being the first time of taking my dog to a groomer I was expecting some sort of professional service but I was dead wrong... I called 2 hrs before to see if they would take walkins n they said yes so I got my kids ready and left to the pet salon. There was a kid (about 18) I think he was getting trained, and there was a guy, some fat guy. I told him I was there to get the Craigslist special and they said yes but that is only for dogs 15lbs and under when I told him the add said 20lbs get said no its 15lbs and under. I don't like so I said OK latest, he turned and said your dog is too big (a 19lbs terrier) if you want to I can do it for 35 but it will be till tomorrow, I said no and left. I went to PETCO n the lady there was very nice so we just paid $35 and sent him an email asking him to change his add on Craigslist n this is what his customer service came to:

* CRAIGSLIST ADVISORY --- AVOID SCAMS BY DEALING LOCALLY **Avoid: wiring money, cross-border deals, work-at-home ** Beware: cashier checks, money orders, escrow, shipping ** More Info: http://www.craigslist.org/about/scams  http://lasvegas.craigslist.org/pet/3142764986.html 

 Change your add since it clearly states $29.99 on all dogs under 20lbs and you told me it was only for under 15lbs... you should of just told me you didn't want to give us service and it was cool, you didn't have to lie your way out of my money... but its OK I'm never going back there again.

His response:
Thank you for never coming over to my shop n tell me were are you gonna get your dog groomed for 35 in the shape you brought it over? This add I dint post I have to look into it onestly if I new I made a mistake I woul defently repair but with over 15 years on the bussines I canot run a business advertising one thing and sayin other that would not be profetional, I dint say lie cuz I dint want your money bro next time when goin yo other businesd wait to see wut they have to offer insted of jumping to conclution cuz the way you reacted about me saying it would be more looks its notokay because 35 dollars for a full service groomed in the codition you brought him in its NOT BAD AT ALL Sent from my Cricket smartphone

My reply:
Jajaja its OK PETCO just gave me the full service for $35... I didn't mind paying $45 even I know what the condition of my dog was... I just hate liars...

His reply:
Thats a lie petco charges 46 for now whos the lier but enough of this im so happy your not coming here your a chip mexican just like all the hispanincs this is not a fhis market were you can bargin the price im glad your at petco im glad I dint groome your dog I feel bad for him if I wad your dog I rather b put to sleep the to b own by you


My last reply:
Jajsja this will go on one of your reviews thanks... and yes PETCO charges $46 but I got a discount jajja


Now just let me know how is it that being this racist will keep him in business. I was not cheap bargaining but at least be honest that you made a mistake.. but calling me a  chip (I think he meant cheap) Mexican is not the way to do business."
834722,"Just moved to Phoenix from Denver and Planet of the Drums was our first show experience in the area. Drums killed it, but the venue was a bummer. 

Let's start with THE LINE. We purchased our tix in adv and waited in line close to 40 minutes - the line stretched more than a block. And yet, when I went up front to investigate the bouncer was not admitting anyone. He was holding the gate. When we asked if the show was oversold he asked if we had tix and when we said yes, ""Then not for you."" So not only were they using up our precious party time, they were being jerks about it. Note to self: if I ever come here again, arrive super early.

And first thing, I used THE RESTROOM. Don't get me wrong - venues are dirty places, but I'm talking beginning of the night and the floor was already super sticky.

And then we got past that BIG RAIL IN THE MIDDLE OF THE VENUE. Over 21ers have to consume all alcohol before being able to use the restroom or get to the patio. It felt like a disservice to those people paying forthose OUTRAGEOUSLY PRICED DRINKS. I was thinking, maybe it's just this show, but it's mentioned in multiple reviews. Is this an AZ thing? When you have an 18+ crowd, there has to be a partition? 

The under 21 side was not full by any means, though. We ended up going over there to escape the heat/crowd on the other side. 

There were a few things they did right. Kudos to the bar staff for being quick, and security was quick to respond to our request for help when a racist jerk in the crowd started bugging us...

Overall, though, there are a lot of areas of opportunity at Monarch. Please hear what we're all saying! So many of the same things are being said over and over again."
836948,To be honest I felt a racist vibe when I came in for my chemical peel. The older lady that attended me was caucasian  and I myself am a mexican american .For both of my peels she was rude I thought the first time she was having a bad day but the second time I knew she didn't like me and I don't know why I was very kind for both visits. I don't recommend  going to this place if your not caucasian or you will get that racist stare and tone.
843138,"Overall a decent place to eat.  Very dark interior and food was ok. Service started out good but went down hill. Went right past our table to another and asked them how they liked their food. When he came to our table first things out of his mouth was would we need a box.  Not saying it is a racist place but it sure seemed like it.  Can't blame the restaurant but some people just don't need to be in customer service.

Prices weren't bad for what you get. I probably won't return due to the customer service but if you want bbq to knock off your bucket list this place would do."
858398,"I've never felt more disrespected in my life. The security guard outside of the restaurant was rude, inappropriate and incredibly racist and I will never return to this restaurant again. I hope you don't support this behavior either."
864516,"Rude, racist servers and the food is really really late. Don't give them your business."
872842,"I've gone here a few times and started going because I knew someone in one of my classes recommended it to me. Food was good, although they put way too much oil and vinegar on your sandwich. Even if you only ask for a little! The last couple experiences have been ruined by the staff. The (I'm guessing high school age) boys that work there are extremely rude. I asked for a sandwich that a former employee used to make for me but I forgot his name for a second. I guessed and said his name might have been Jose (it was Angelo, way off). However, instead of politely correcting me the kid replied "" Are you talking about Angelo? You were way off! JOSE!?"" Then proceeded to laugh and call me racist.... It was a simple mistake and I did not appreciate being laughed at and called racist especially in an establishment where the workers should be polite and know better... The food is good, too bad I won't be back after that experience."
880065,"First let me comment on the staff. They are polite, respectful, and actually helpful; no crotchety old racist guys who don't seem to want to help.

Prices are very competitive - they were actually the lowest of the 3 LGS (and of course 2 big chain stores). Good recommendations on ammo (small assortment, but in stock)."
884073,"I'll put it this way - I was in a party with 8 white friends and two brown folks (one of which was me) - guess which two of us were told to wait in line, while the rest of our party was let in.

We were kept waiting outside in line while our friends were inside (they eventually left in disgust) - we were with mostly black and brown folks out in line for about half an hour before we finally left. Multiple people, men and women, who were white were let in, while all the non whites were left to wait outside. 

Basically - obviously racist staff, not worth it - don't go here. These folks belong in a different century, not for the speakeasy ambiance but rather for the racism."
884102,"Arrived on Sunday, September 22, 2014 just at the end of the 2nd quarter Panthers/Steelers game.  We sat in the sports bar area and the waitress came over and asked were we sat in the area. I replied no. She said usually on game nights they sit guest but she would take care of us.  We ordered a water and ice tea and reviewed the menu while she went for our drinks.  When she returned it was asked if we needed more time to review the menu. That's where we went wrong!  We said yes and it was going into half time of the game.  We waited, waited, waited, waited...a few waitress went by and we still waited, waited, waited!!! The game was in mid 3rd quarter when we decided to leave!  I ask to speak to a manager on the way out because this wax my 3rd time in this establishment in a year and each time there was horrible service.  

My opinion is not to ever go to thus place. The first time I went it felt a little racist and no service to my table. The 2nd time was the same.  My last time was just a service issue an completely unacceptable.   

Terrible service and customer service compared to other Buffalo Wild Wing locations I have been to!!!!"
888578,"I don't even know where to start ... but I know I will never return.

We were a group of 6 that entered BZ's at 11pm on NYE.  It was pretty empty and we easily found a nice space to enjoy the countdown.  Our server was great but thats is where it ends.  

Now I do not drink and haven't in 5 years so I was DD.  My friends enjoy quality cocktails and are will to spend good money.  First drink on the Menu that was orderby my friend KK is amazing no longer on the menu,  second drink they are out of basil, next drink something else was missing, and she settles for basically whiskey and soda.  STRIKE ONE.

So we wanted some food ... and being NYE we didn't expect a full menu.  They had a decent buffet for $30 but it was only going to be up for another 15 mins and then it was going to switch over to a breakfast buffet at 12 for $10.  $30 is steep for 15mins and who knows how long the food was out.  We figured we would wait until the breakfast buffet but did offer that we would pay $20 for both.  They said no so we decided to wait until after midnight.  Now one of our group had a reaction to some medication he was taking and medication.  We shut him off and wanted to get him some food.  So are server did not bring him any other drinks but that did not stop the bartender from giving him two more beers.  STRIKE TWO.

So now we are uncomfortable and still trying to enjoy NYE.  So I leave with my friend to get him some food but none was to be found because most places were shut down around BZ's.  Not their fault.  It was cold so we returned to BZ's and my friend went downstairs to the restroom.  After a few minutes he did not return so I went to look for him.  As I pass a table to go down stairs a notice a female (possibly employee) with a child (about 8).  Now I am not an attorney but I know it is illegal for children to be at a bar.  STRIKE THREE.

I went down stairs and could not find my friend.  I thought I might have missed him and he would be somewhere else upstairs.  Possibly getting served at the bar again.  At this time another friend joined us and I returned to our table for the count down still without our one friend.  We did the countdown and I returned downstairs to look for my friend again.  I found him lost in a separate hallway and took him back upstairs.  I suggest we pay up and leave.  We paid our bill and left a nice tip.  As we were exiting we ran into the most racist cook on earth who was running around yelling ""These white people are crazy and other comments I CANNOT REPEAT.""  We exited the building and the cook came outside still yelling.  He followed us down the street to our cars and we felt threatened.  Now if I made anyone of the comments he made towards us replacing White with Black i would probably be in jail.  He should be fired immediately.  STRIKE FOUR.

Happy New Years BZ's and congratulations on having the worst place I ever visited in my life.  Too bad I can't figure out to give you zero stars."
893671,"i don't know  what's  up with this place, oh wait yes i do poor management!  manager jj or bj is a real racist asshole who seems to be over compensating  for something  hmmmm..... waitress was very unattentive and seemed  to be playing  musical waiters as so many different  employees  came to my table to refill and drop off food. with this many employees  in a half dead restaurant  why was my waitress m. i. a. ?  even with all the extra help refills took forever. staff is too busy socializing to do thier job. plus roaches and flys in the salad bar and even mice cutting you off at the ankles. never again!!!  i'm pretty critcal of most places but i'd sooner get a hot dog from the circle k in front before i ever eat here. don't waste your money or your time!"
899895,I don't recommend anyone coming here. I like William Hill Sports Book even that I don't recommend this gaming location. Extremely racist management and yes they do discriminatory practices. Racial discrimination that Nevada Gaming Board allows of those with gaming licenses. My Casino discriminates against Blacks with backpacks and do not allow them to enter the casino. When reading the sign that says backpacks not allowed. Is like saying Blacks are not allowed. When confronted with Casino Manager who solemnly made discriminating decision Mark Zakini he seemed to take the issue likely and jokingly assumed there will be no consequences.
904296,"Most corrupted ""security"" system ever. A best friend of mine worked at this place in Omaha, Ne. Their director of operations, Josh Norman and his buddies, were as irresponsible as could be. I saw some reviews on how this security is never there on time or how they're useless. Yeah I wonder why, when their director use to be MOD hardly did he ever do his own job, instead he is packing his very few employees (to not have to pay for having many employees) with cites, and obviously these employees do their best but it is humanly impossible to be able to cover these many cites along with constant alarm calls within their 8 hour shifts. Pack them up with 10 hour shifts? yeah!... because these employees are ""robots"" right?! Not only are the ""directors of operations"" lazy, they are immature people making racist comments to some of their employees. Of course nobody has the courage to complain, a job is a job correct? True, but why does this useless security even exist then? Not only is it a terrible place to work at, it is a useless ""Security Protection"". This is just the gist of it all."
904997,"This place was absolutely fantastic! After reading both good & bad reviews about this place on yelp me & my husband decided to take a chance with this steakhouse. I was a little worried me being a african American girl I read a review that said this place was racist against black ppl. Absolutely Not! I got a different vibe from them. My husband is italian & although I did feel like the host at the front door who greeted us upon arrival & sat us down @ our seats was a little weird.  When she told us to enjoy our dinner she only told it to him not me, I mean literally looking him in his face, I almost felt imaginary lol. Idk maybe I was being too sensitive. Then when she sat us down she asked us if we wanted the small table sat for 2 or a bigger table set for 4. We choose the bigger table because the table for two was more for a table of 1 once you have food on it. We had to wait for the table to be cleaned off and set. We saw napkins forks & knives set on the table so my husband asked the lady if we could have a seat now, she then sarcastically said ""glasses"" as if he was dumb for not knowing that. After the table was set we had a seat & the lady apologized for the table not being ready upon our arrival. Our server was very nice & polite always checking up on us. I can't stand when your @ a resturant  & you have to look all over  for your sever. That was definitely not the case here. The food was excellent I got the brick chicken & my husband got the bone in rib eye steak. I'm usually not a steak person, like I don't even like Fogo De Chao. But the steak here @ this place was phenomenal!  I had the brick chicken & it was delicious so much flavor! Will definitely be back to visit this place next time I'm in Vegas! Go! You will not be disappointed"
905297,"I came here after my graduation ceremony to celebrate with my family.  The service was horrible, for lack of a better word. We didn't leave a tip due to the service. The owner came and asked me why there was no tip and I thought it would be for constructive criticism but he started arguing with me instead. In addition, he made a racist comment. Very unprofessional. He was in denial that they offered terrible service and refused to listen to what I had to say to improve their service. I have never experience such treatment or service and I eat out daily. To top it off, the food was salty. 

There is a Chinese restaurant next to this one, Szechwan Palace, that offers better service and food...go there instead."
907059,The food service & quality are awful. The manager is racist & said he doesn't serve my kind! The kitchen staff said he doesn't serve my kind & told me I ordered something different from what I ordered. I've been there twice & he completely messed up an Italian beef sandwich & the worst thin crust pizza I ever had. I wouldn't recommend this place to anyone. Windy City beefs & pizza or Brandos are real Chicago bars with good Chicago pizza! He called me a liar about a wet Italian beef sandwich & then served me a dry beef with cheese! He said I ordered it that way & then came back to apologize he was wrong. As for the thin crust I ordered I never got thin crust pizza and that's what I ordered & he argued & called me names even in front of the bartender & customers. He called me a liar & told me to never come back. Health inspectors were also there! AWFUL FOOD & AWFUL SERVICE!!!!
908229,"So I drove past this place for a long time and asked my fiends if they have ever gone to tho store. One of my friends has and told me that they were racist and had bad customer service. I didn't believe him and I was curious so I went to the store. 

Wow when I first entered it was big with just about everything in there, it was almost like a mini bass pro shop but for farming and country people. I walked up and down each aisle, and picked up some random things that I thought were cool. Then I strolled to the firearms section to the far right of the entrance.

The associate was helping a customer so I waited about 5 feet from the counter and stood there quietly so they could ask if I needed anything. I waited as he finished answering the customers questions. I stood there after the customer left. I stood there quietly as the associate behind the desk glanced at me and went behind his cash register, and after another minute of silence I got tired of feeling ignored and felt like, Wow really!? How can they ignore a customer like that??  So I got mad and walked off to see if I could find some rope. (I know i'm random.)

As I walked away this other associate just walking by asked me if I needed any help and I asked her about the firearms and ammo. She went to the firearms section and I followed. They seemed to ignore her for a little bit and then they answered her questions. I wanted to buy some ammo but on of the guys behind the desk said you must be over 21 to buy ammo claiming it was, ""some company policy."" that comment was straight BS and I made my opinion clear that it wasn't true. The other guy radioed if they could sell me ammo. The answer was as long as they are older than 18. I bought my ammo, got my rope, and left. I was disappointed in how rude they can be by ignoring and falsifying information to discourage me from buying what i wanted.. It's like saying we don't want your business.  I'm not saying you guys are racist but you need to treat your customers better."
922370,"This nail salon deserves 0 stars . I was thoroughly disappointed and offended when I left. My nails are shaped funny and the expensive gel polish that I pay for did not cover my nails . Additionally one of my nails fell off the next day at work while I was using my keyboard... not an activity that is hard on nails.
The nail tech lifted up her foot, put it on her chair in front of me and used the nail file she just used on my hands to file her toes. She did this while my nails were drying and I was completely disgusted and wondered how clean this place could be. 

Racism.... worse anything that was done to my nails at budha bar was that my nail tech made a derogatory comment about African Americans. I was horrified. Apparently she could not tell that I am mixed and also, something she could have considered, I have a wonderful mixed family that are my life and the love of my life is black. Regardless however not being able to know how another person feels, those who deal with the public should never express their racist feelings while at work. I am also disappointed that she cannot be more sensitive as her race is one that has been subject too terrible generalizations since 911.

The salon owner did not know anything that went on because he was asleep in a pedicure chair during the entire time. Not very professional. I will never foot in the Buddha Bar again."
923729,"This club is discriminatory in it's entrance procedures.  This place needs to be exposed for it's racist policies.  Totally ridiculous behavior for a club that is trying to be a top-of-the-line establishment in Charlotte. Heard it's not doing well, hope a new place moves in soon."
